Compétition,Nom équipe,Numéro de club,MailClub,Nom de club,Localité club,AdressePostale,Latitude,Longitude,Complément (club),Voie-rue (club),Lieu-dit (club),Code postal (club),Bureau distributeur (club),Libellé catégorie,Sous catégorie
U11 - Criterium Niveau 3,Souvigne Es 1,582007,582007@lcfoot.fr,ET.S. DE SOUVIGNE,SOUVIGNE,La Mairie 37330 SOUVIGNE,,,,La Mairie,,37330,SOUVIGNE,Libre / Football d'animation,U11 (- 11 ans)
Foot Loisir A 8 Brassage,Souvigne Es 1,582007,582007@lcfoot.fr,ET.S. DE SOUVIGNE,SOUVIGNE,La Mairie 37330 SOUVIGNE,,,,La Mairie,,37330,SOUVIGNE,Foot Loisir / Foot Loisir,Foot Loisir
D4 - Adwork'S Interim,St Antoine Du Rocher 1,538435,538435@lcfoot.fr,F.C. ST. ANTOINE DU ROCHER,ST ANTOINE DU ROCHER,6 rue des écoles 37360 ST ANTOINE DU ROCHER,,,MAIRIE,6 rue des écoles,,37360,ST ANTOINE DU ROCHER,Libre / Senior,Senior
Ch.D4/D5 - R2 Energie Eclairer,St Antoine Du Rocher 1,538435,538435@lcfoot.fr,F.C. ST. ANTOINE DU ROCHER,ST ANTOINE DU ROCHER,6 rue des écoles 37360 ST ANTOINE DU ROCHER,,,MAIRIE,6 rue des écoles,,37360,ST ANTOINE DU ROCHER,Libre / Senior,Senior
Foot Loisir A 8 Brassage,St.Antoine Du Rocher 1,538435,538435@lcfoot.fr,F.C. ST. ANTOINE DU ROCHER,ST ANTOINE DU ROCHER,6 rue des écoles 37360 ST ANTOINE DU ROCHER,,,MAIRIE,6 rue des écoles,,37360,ST ANTOINE DU ROCHER,Foot Loisir / Foot Loisir,Foot Loisir
D3 - Adwork'S Interim,St Avertin 1,511974,511974@lcfoot.fr,ST. AVERTIN SP.,ST AVERTIN,31 rue Frédéric Joliot Curie 37550 ST AVERTIN,,,SAINT AVERTIN SPORTS - FOOTBALL,31 rue Frédéric Joliot Curie,,37550,ST AVERTIN,Libre / Senior,Senior
U18 -  Masse,St Avertin 1,511974,511974@lcfoot.fr,ST. AVERTIN SP.,ST AVERTIN,31 rue Frédéric Joliot Curie 37550 ST AVERTIN,,,SAINT AVERTIN SPORTS - FOOTBALL,31 rue Frédéric Joliot Curie,,37550,ST AVERTIN,Libre / U19 - U18,U18 (- 18 ans)
U15 - Brassage Masse,St Avertin 1,511974,511974@lcfoot.fr,ST. AVERTIN SP.,ST AVERTIN,31 rue Frédéric Joliot Curie 37550 ST AVERTIN,,,SAINT AVERTIN SPORTS - FOOTBALL,31 rue Frédéric Joliot Curie,,37550,ST AVERTIN,Libre / U15 - U14,U15 (- 15 ans)
U13 -  Masse Niveau 1,St Avertin 1,511974,511974@lcfoot.fr,ST. AVERTIN SP.,ST AVERTIN,31 rue Frédéric Joliot Curie 37550 ST AVERTIN,,,SAINT AVERTIN SPORTS - FOOTBALL,31 rue Frédéric Joliot Curie,,37550,ST AVERTIN,Libre / U13 - U12,U13 (- 13 ans)
U11 - Criterium Niveau 1,St Avertin 1,511974,511974@lcfoot.fr,ST. AVERTIN SP.,ST AVERTIN,31 rue Frédéric Joliot Curie 37550 ST AVERTIN,,,SAINT AVERTIN SPORTS - FOOTBALL,31 rue Frédéric Joliot Curie,,37550,ST AVERTIN,Libre / Football d'animation,U11 (- 11 ans)
Foot Loisir A 8 Brassage,St Avertin 1,511974,511974@lcfoot.fr,ST. AVERTIN SP.,ST AVERTIN,31 rue Frédéric Joliot Curie 37550 ST AVERTIN,,,SAINT AVERTIN SPORTS - FOOTBALL,31 rue Frédéric Joliot Curie,,37550,ST AVERTIN,Foot Loisir / Foot Loisir,Foot Loisir
D4 - Adwork'S Interim,St Avertin 2,511974,511974@lcfoot.fr,ST. AVERTIN SP.,ST AVERTIN,31 rue Frédéric Joliot Curie 37550 ST AVERTIN,,,SAINT AVERTIN SPORTS - FOOTBALL,31 rue Frédéric Joliot Curie,,37550,ST AVERTIN,Libre / Senior,Senior
U13 - Masse Niveau 2,St Avertin 2,511974,511974@lcfoot.fr,ST. AVERTIN SP.,ST AVERTIN,31 rue Frédéric Joliot Curie 37550 ST AVERTIN,,,SAINT AVERTIN SPORTS - FOOTBALL,31 rue Frédéric Joliot Curie,,37550,ST AVERTIN,Libre / U13 - U12,U13 (- 13 ans)
U11 - Criterium Niveau 2,St Avertin 2,511974,511974@lcfoot.fr,ST. AVERTIN SP.,ST AVERTIN,31 rue Frédéric Joliot Curie 37550 ST AVERTIN,,,SAINT AVERTIN SPORTS - FOOTBALL,31 rue Frédéric Joliot Curie,,37550,ST AVERTIN,Libre / Football d'animation,U11 (- 11 ans)
D4 - Adwork'S Interim,St Benoit La Foret 1,515603,515603@lcfoot.fr,ENT.S. ST. BENOIT LA FORET,ST BENOIT LA FORET, 37500 ST BENOIT LA FORET,,,MAIRIE,,,37500,ST BENOIT LA FORET,Libre / Senior,Senior
Ch.D4/D5 - R2 Energie Eclairer,St Benoit La Foret 1,515603,515603@lcfoot.fr,ENT.S. ST. BENOIT LA FORET,ST BENOIT LA FORET, 37500 ST BENOIT LA FORET,,,MAIRIE,,,37500,ST BENOIT LA FORET,Libre / Senior,Senior
D1 - Volkswagen Warsemann,Etoile Verte Fc 1,581867,581867@lcfoot.fr,F. C. ETOILE VERTE,ST BRANCHS,MAIRIE 37320 ST BRANCHS,,,,MAIRIE,,37320,ST BRANCHS,Libre / Senior,Senior
D3 - Adwork'S Interim,Etoile Verte Fc 2,581867,581867@lcfoot.fr,F. C. ETOILE VERTE,ST BRANCHS,MAIRIE 37320 ST BRANCHS,,,,MAIRIE,,37320,ST BRANCHS,Libre / Senior,Senior
D4 - Adwork'S Interim,Etoile Verte Fc 3,581867,581867@lcfoot.fr,F. C. ETOILE VERTE,ST BRANCHS,MAIRIE 37320 ST BRANCHS,,,,MAIRIE,,37320,ST BRANCHS,Libre / Senior,Senior
Ch.D4/D5 - R2 Energie Eclairer,Etoile Verte Fc 3,581867,581867@lcfoot.fr,F. C. ETOILE VERTE,ST BRANCHS,MAIRIE 37320 ST BRANCHS,,,,MAIRIE,,37320,ST BRANCHS,Libre / Senior,Senior
U13 -  Masse Niveau 1,Etoile Verte Mevv*En 1,581867,581867@lcfoot.fr,F. C. ETOILE VERTE,ST BRANCHS,MAIRIE 37320 ST BRANCHS,,,,MAIRIE,,37320,ST BRANCHS,Libre / U13 - U12,U13 (- 13 ans)
U11 - Criterium Niveau 2,Etoile Verte Mevv*En 1,581867,581867@lcfoot.fr,F. C. ETOILE VERTE,ST BRANCHS,MAIRIE 37320 ST BRANCHS,,,,MAIRIE,,37320,ST BRANCHS,Libre / Football d'animation,U11 (- 11 ans)
U11 - Criterium Niveau 3,Etoile Verte Mevv*En 2,581867,581867@lcfoot.fr,F. C. ETOILE VERTE,ST BRANCHS,MAIRIE 37320 ST BRANCHS,,,,MAIRIE,,37320,ST BRANCHS,Libre / Football d'animation,U11 (- 11 ans)
U11 - Criterium Niveau 3,Etoile Verte Mevv*En 3,581867,581867@lcfoot.fr,F. C. ETOILE VERTE,ST BRANCHS,MAIRIE 37320 ST BRANCHS,,,,MAIRIE,,37320,ST BRANCHS,Libre / Football d'animation,U11 (- 11 ans)
Foot Loisir A 8 Brassage,Skf Ca 1,849646,849646@lcfoot.fr,C.A. S.K.F. ST. CYR SUR LOIRE,ST CYR SUR LOIRE,204 BOULEVARD CHARLES DE GAULLE 37540 ST CYR SUR LOIRE,,,,204 BOULEVARD CHARLES DE GAULLE,,37540,ST CYR SUR LOIRE,Foot Loisir / Foot Loisir,Foot Loisir
Regional 1,St Cyr Etoile 1,511543,511543@lcfoot.fr,ET. BLEUE ST. CYR S/LOIRE,ST CYR SUR LOIRE,35 RUE DE PRENEY 37540 ST CYR SUR LOIRE,,,,35 RUE DE PRENEY,,37540,ST CYR SUR LOIRE,Libre / Senior,Senior
U18 R1,St Cyr Etoile 1,511543,511543@lcfoot.fr,ET. BLEUE ST. CYR S/LOIRE,ST CYR SUR LOIRE,35 RUE DE PRENEY 37540 ST CYR SUR LOIRE,,,,35 RUE DE PRENEY,,37540,ST CYR SUR LOIRE,Libre / U19 - U18,U19 (- 19 ans)
U15 R1,St Cyr Etoile 1,511543,511543@lcfoot.fr,ET. BLEUE ST. CYR S/LOIRE,ST CYR SUR LOIRE,35 RUE DE PRENEY 37540 ST CYR SUR LOIRE,,,,35 RUE DE PRENEY,,37540,ST CYR SUR LOIRE,Libre / U15 - U14,U15 (- 15 ans)
Critérium U13 Ligue,St Cyr Etoile 1,511543,511543@lcfoot.fr,ET. BLEUE ST. CYR S/LOIRE,ST CYR SUR LOIRE,35 RUE DE PRENEY 37540 ST CYR SUR LOIRE,,,,35 RUE DE PRENEY,,37540,ST CYR SUR LOIRE,Libre / U13 - U12,U13 (- 13 ans)
U13 Feminin A 5,St Cyr Etoile 1,511543,511543@lcfoot.fr,ET. BLEUE ST. CYR S/LOIRE,ST CYR SUR LOIRE,35 RUE DE PRENEY 37540 ST CYR SUR LOIRE,,,,35 RUE DE PRENEY,,37540,ST CYR SUR LOIRE,Libre / U13 F - U12 F,U13 F (- 13 ans F)
U11 - Criterium Niveau 1,St Cyr Etoile 1,511543,511543@lcfoot.fr,ET. BLEUE ST. CYR S/LOIRE,ST CYR SUR LOIRE,35 RUE DE PRENEY 37540 ST CYR SUR LOIRE,,,,35 RUE DE PRENEY,,37540,ST CYR SUR LOIRE,Libre / Football d'animation,U11 (- 11 ans)
U11 Feminin,St Cyr Etoile 1,511543,511543@lcfoot.fr,ET. BLEUE ST. CYR S/LOIRE,ST CYR SUR LOIRE,35 RUE DE PRENEY 37540 ST CYR SUR LOIRE,,,,35 RUE DE PRENEY,,37540,ST CYR SUR LOIRE,Libre / Football d'animation F,U11 F (- 11 ans F)
U14 R1,St Cyr Etoile 14,511543,511543@lcfoot.fr,ET. BLEUE ST. CYR S/LOIRE,ST CYR SUR LOIRE,35 RUE DE PRENEY 37540 ST CYR SUR LOIRE,,,,35 RUE DE PRENEY,,37540,ST CYR SUR LOIRE,Libre / U15 - U14,U14 (- 14 ans)
U16 R1,St Cyr Etoile 16,511543,511543@lcfoot.fr,ET. BLEUE ST. CYR S/LOIRE,ST CYR SUR LOIRE,35 RUE DE PRENEY 37540 ST CYR SUR LOIRE,,,,35 RUE DE PRENEY,,37540,ST CYR SUR LOIRE,Libre / U17 - U16,U16 (- 16 ans)
Regional 3,St Cyr Etoile 2,511543,511543@lcfoot.fr,ET. BLEUE ST. CYR S/LOIRE,ST CYR SUR LOIRE,35 RUE DE PRENEY 37540 ST CYR SUR LOIRE,,,,35 RUE DE PRENEY,,37540,ST CYR SUR LOIRE,Libre / Senior,Senior
U18 R2,St Cyr Etoile 2,511543,511543@lcfoot.fr,ET. BLEUE ST. CYR S/LOIRE,ST CYR SUR LOIRE,35 RUE DE PRENEY 37540 ST CYR SUR LOIRE,,,,35 RUE DE PRENEY,,37540,ST CYR SUR LOIRE,Libre / U19 - U18,U18 (- 18 ans)
U15 - Brassage Elite,St Cyr Etoile 2,511543,511543@lcfoot.fr,ET. BLEUE ST. CYR S/LOIRE,ST CYR SUR LOIRE,35 RUE DE PRENEY 37540 ST CYR SUR LOIRE,,,,35 RUE DE PRENEY,,37540,ST CYR SUR LOIRE,Libre / U15 - U14,U15 (- 15 ans)
U13 - Brassage Elite,St Cyr Etoile 2,511543,511543@lcfoot.fr,ET. BLEUE ST. CYR S/LOIRE,ST CYR SUR LOIRE,35 RUE DE PRENEY 37540 ST CYR SUR LOIRE,,,,35 RUE DE PRENEY,,37540,ST CYR SUR LOIRE,Libre / U13 - U12,U13 (- 13 ans)
U11 - Criterium Niveau 1,St Cyr Etoile 2,511543,511543@lcfoot.fr,ET. BLEUE ST. CYR S/LOIRE,ST CYR SUR LOIRE,35 RUE DE PRENEY 37540 ST CYR SUR LOIRE,,,,35 RUE DE PRENEY,,37540,ST CYR SUR LOIRE,Libre / Football d'animation,U11 (- 11 ans)
D3 - Adwork'S Interim,St Cyr Etoile 3,511543,511543@lcfoot.fr,ET. BLEUE ST. CYR S/LOIRE,ST CYR SUR LOIRE,35 RUE DE PRENEY 37540 ST CYR SUR LOIRE,,,,35 RUE DE PRENEY,,37540,ST CYR SUR LOIRE,Libre / Senior,Senior
U13 - Masse Niveau 2,St Cyr Etoile 3,511543,511543@lcfoot.fr,ET. BLEUE ST. CYR S/LOIRE,ST CYR SUR LOIRE,35 RUE DE PRENEY 37540 ST CYR SUR LOIRE,,,,35 RUE DE PRENEY,,37540,ST CYR SUR LOIRE,Libre / U13 - U12,U13 (- 13 ans)
U11 - Criterium Niveau 2,St Cyr Etoile 3,511543,511543@lcfoot.fr,ET. BLEUE ST. CYR S/LOIRE,ST CYR SUR LOIRE,35 RUE DE PRENEY 37540 ST CYR SUR LOIRE,,,,35 RUE DE PRENEY,,37540,ST CYR SUR LOIRE,Libre / Football d'animation,U11 (- 11 ans)
U11 - Criterium Niveau 3,St Cyr Etoile 4,511543,511543@lcfoot.fr,ET. BLEUE ST. CYR S/LOIRE,ST CYR SUR LOIRE,35 RUE DE PRENEY 37540 ST CYR SUR LOIRE,,,,35 RUE DE PRENEY,,37540,ST CYR SUR LOIRE,Libre / Football d'animation,U11 (- 11 ans)
U11 - Criterium Niveau 3,St Cyr Etoile 5,511543,511543@lcfoot.fr,ET. BLEUE ST. CYR S/LOIRE,ST CYR SUR LOIRE,35 RUE DE PRENEY 37540 ST CYR SUR LOIRE,,,,35 RUE DE PRENEY,,37540,ST CYR SUR LOIRE,Libre / Football d'animation,U11 (- 11 ans)
U12 - Departemental,St Cyr Etoile U 12,511543,511543@lcfoot.fr,ET. BLEUE ST. CYR S/LOIRE,ST CYR SUR LOIRE,35 RUE DE PRENEY 37540 ST CYR SUR LOIRE,,,,35 RUE DE PRENEY,,37540,ST CYR SUR LOIRE,Libre / U13 - U12,U12 (- 12 ans)
D4 - Adwork'S Interim,St Epain Us 1,511973,511973@lcfoot.fr,U.S. ST. EPAIN,ST EPAIN, 37800 ST EPAIN,,,MAIRIE,,,37800,ST EPAIN,Libre / Senior,Senior
D3 - Adwork'S Interim,Charnizay-St Flovier 1,547529,547529@lcfoot.fr,A.S. CHARNIZAY ST FLOVIER,ST FLOVIER, 37600 ST FLOVIER,,,MAIRIE,,,37600,ST FLOVIER,Libre / Senior,Senior
D2 - Volkswagen Warsemann,Berry Touraine 1,523475,523475@lcfoot.fr,F. C. BERRY TOURAINE,ST HIPPOLYTE,1297 route du stade la jarnière 37600 ST HIPPOLYTE,,,,1297 route du stade la jarnière,,37600,ST HIPPOLYTE,Libre / Senior,Senior
Regional 3 Feminin,Berry Touraine 1,523475,523475@lcfoot.fr,F. C. BERRY TOURAINE,ST HIPPOLYTE,1297 route du stade la jarnière 37600 ST HIPPOLYTE,,,,1297 route du stade la jarnière,,37600,ST HIPPOLYTE,Libre / Senior F,Senior F
D4 - Adwork'S Interim,Berry Touraine 2,523475,523475@lcfoot.fr,F. C. BERRY TOURAINE,ST HIPPOLYTE,1297 route du stade la jarnière 37600 ST HIPPOLYTE,,,,1297 route du stade la jarnière,,37600,ST HIPPOLYTE,Libre / Senior,Senior
U15 - Brassage Masse,Berry Touraine*Ent 1,523475,523475@lcfoot.fr,F. C. BERRY TOURAINE,ST HIPPOLYTE,1297 route du stade la jarnière 37600 ST HIPPOLYTE,,,,1297 route du stade la jarnière,,37600,ST HIPPOLYTE,Libre / U15 - U14,U15 (- 15 ans)
U13 - Masse Niveau 2,Berry Touraine*Ent 1,523475,523475@lcfoot.fr,F. C. BERRY TOURAINE,ST HIPPOLYTE,1297 route du stade la jarnière 37600 ST HIPPOLYTE,,,,1297 route du stade la jarnière,,37600,ST HIPPOLYTE,Libre / U13 - U12,U13 (- 13 ans)
D4 - Adwork'S Interim,St Martin Le Beau 1,523937,523937@lcfoot.fr,U.S. ST. MARTIN LE BEAU,ST MARTIN LE BEAU,Mairie de st Martin le beau 37270 ST MARTIN LE BEAU,,,SIEGE SOCIAL,Mairie de st Martin le beau,,37270,ST MARTIN LE BEAU,Libre / Senior,Senior
Foot Loisir A 8 Brassage,St.Martin Bea 1,523937,523937@lcfoot.fr,U.S. ST. MARTIN LE BEAU,ST MARTIN LE BEAU,Mairie de st Martin le beau 37270 ST MARTIN LE BEAU,,,SIEGE SOCIAL,Mairie de st Martin le beau,,37270,ST MARTIN LE BEAU,Foot Loisir / Foot Loisir,Foot Loisir
U13 Feminin A 5,St.Martin Bea*Ent 1,523937,523937@lcfoot.fr,U.S. ST. MARTIN LE BEAU,ST MARTIN LE BEAU,Mairie de st Martin le beau 37270 ST MARTIN LE BEAU,,,SIEGE SOCIAL,Mairie de st Martin le beau,,37270,ST MARTIN LE BEAU,Libre / U13 F - U12 F,U13 F (- 13 ans F)
D4 - Adwork'S Interim,St Nicolas Bourgueil 1,525565,525565@lcfoot.fr,U.S. ST. NICOLAS DE BOURGUEIL,ST NICOLAS DE BOURGUEIL, 37140 ST NICOLAS DE BOURGUEIL,,,MAIRIE,,,37140,ST NICOLAS DE BOURGUEIL,Libre / Senior,Senior
D3 - Adwork'S Interim,St Pierre Aubriere 1,554358,554358@lcfoot.fr,A.S. DE L'AUBRIERE,ST PIERRE DES CORPS,7 rue fabienne landy 37700 ST PIERRE DES CORPS,,,,7 rue fabienne landy,,37700,ST PIERRE DES CORPS,Libre / Senior,Senior
D1 - Volkswagen Warsemann,St Pierre Des Corps 1,504935,504935@lcfoot.fr,U.S. ST. PIERRE DES CORPS,ST PIERRE DES CORPS,58 RUE DANIELLE CASANOVA 37700 ST PIERRE DES CORPS,,,STADE CAMELINAT,58 RUE DANIELLE CASANOVA,,37700,ST PIERRE DES CORPS,Libre / Senior,Senior
U15 - Brassage Masse,St Pierre Des Corps 1,504935,504935@lcfoot.fr,U.S. ST. PIERRE DES CORPS,ST PIERRE DES CORPS,58 RUE DANIELLE CASANOVA 37700 ST PIERRE DES CORPS,,,STADE CAMELINAT,58 RUE DANIELLE CASANOVA,,37700,ST PIERRE DES CORPS,Libre / U15 - U14,U15 (- 15 ans)
U13 - Brassage Elite,St Pierre Des Corps 1,504935,504935@lcfoot.fr,U.S. ST. PIERRE DES CORPS,ST PIERRE DES CORPS,58 RUE DANIELLE CASANOVA 37700 ST PIERRE DES CORPS,,,STADE CAMELINAT,58 RUE DANIELLE CASANOVA,,37700,ST PIERRE DES CORPS,Libre / U13 - U12,U13 (- 13 ans)
U11 - Criterium Niveau 1,St Pierre Des Corps 1,504935,504935@lcfoot.fr,U.S. ST. PIERRE DES CORPS,ST PIERRE DES CORPS,58 RUE DANIELLE CASANOVA 37700 ST PIERRE DES CORPS,,,STADE CAMELINAT,58 RUE DANIELLE CASANOVA,,37700,ST PIERRE DES CORPS,Libre / Football d'animation,U11 (- 11 ans)
D3 - Adwork'S Interim,St Pierre Des Corps 2,504935,504935@lcfoot.fr,U.S. ST. PIERRE DES CORPS,ST PIERRE DES CORPS,58 RUE DANIELLE CASANOVA 37700 ST PIERRE DES CORPS,,,STADE CAMELINAT,58 RUE DANIELLE CASANOVA,,37700,ST PIERRE DES CORPS,Libre / Senior,Senior
U13 - Masse Niveau 2,St Pierre Des Corps 2,504935,504935@lcfoot.fr,U.S. ST. PIERRE DES CORPS,ST PIERRE DES CORPS,58 RUE DANIELLE CASANOVA 37700 ST PIERRE DES CORPS,,,STADE CAMELINAT,58 RUE DANIELLE CASANOVA,,37700,ST PIERRE DES CORPS,Libre / U13 - U12,U13 (- 13 ans)
U11 - Criterium Niveau 1,St Pierre Des Corps 2,504935,504935@lcfoot.fr,U.S. ST. PIERRE DES CORPS,ST PIERRE DES CORPS,58 RUE DANIELLE CASANOVA 37700 ST PIERRE DES CORPS,,,STADE CAMELINAT,58 RUE DANIELLE CASANOVA,,37700,ST PIERRE DES CORPS,Libre / Football d'animation,U11 (- 11 ans)
U11 - Criterium Niveau 2,St Pierre Des Corps 3,504935,504935@lcfoot.fr,U.S. ST. PIERRE DES CORPS,ST PIERRE DES CORPS,58 RUE DANIELLE CASANOVA 37700 ST PIERRE DES CORPS,,,STADE CAMELINAT,58 RUE DANIELLE CASANOVA,,37700,ST PIERRE DES CORPS,Libre / Football d'animation,U11 (- 11 ans)
U11 - Criterium Niveau 3,St Pierre Des Corps 4,504935,504935@lcfoot.fr,U.S. ST. PIERRE DES CORPS,ST PIERRE DES CORPS,58 RUE DANIELLE CASANOVA 37700 ST PIERRE DES CORPS,,,STADE CAMELINAT,58 RUE DANIELLE CASANOVA,,37700,ST PIERRE DES CORPS,Libre / Football d'animation,U11 (- 11 ans)
Futsal Brassage,St Pierre Lusitanos 1,504935,504935@lcfoot.fr,U.S. ST. PIERRE DES CORPS,ST PIERRE DES CORPS,58 RUE DANIELLE CASANOVA 37700 ST PIERRE DES CORPS,,,STADE CAMELINAT,58 RUE DANIELLE CASANOVA,,37700,ST PIERRE DES CORPS,Futsal / Senior,Senior
D5 - Adwork'S Interim,Ste.Catherine 1,527556,527556@lcfoot.fr,A.S. STE. CATHERINE DE FIERBOIS,STE CATHERINE DE FIERBOIS, 37800 STE CATHERINE DE FIERBOIS,,,MAIRIE,,,37800,STE CATHERINE DE FIERBOIS,Libre / Senior,Senior
Ch.D4/D5 - R2 Energie Eclairer,Ste.Catherine 1,527556,527556@lcfoot.fr,A.S. STE. CATHERINE DE FIERBOIS,STE CATHERINE DE FIERBOIS, 37800 STE CATHERINE DE FIERBOIS,,,MAIRIE,,,37800,STE CATHERINE DE FIERBOIS,Libre / Senior,Senior
D3 - Adwork'S Interim,Tours Sud As 1,550520,550520@lcfoot.fr,A. S. TOURS SUD,TOURS,5 Rue Verdi 37200 TOURS,,,,5 Rue Verdi,,37200,TOURS,Libre / Senior,Senior
U13 -  Masse Niveau 1,Tours Sud As 1,550520,550520@lcfoot.fr,A. S. TOURS SUD,TOURS,5 Rue Verdi 37200 TOURS,,,,5 Rue Verdi,,37200,TOURS,Libre / U13 - U12,U13 (- 13 ans)
U11 - Criterium Niveau 1,Tours Sud As 1,550520,550520@lcfoot.fr,A. S. TOURS SUD,TOURS,5 Rue Verdi 37200 TOURS,,,,5 Rue Verdi,,37200,TOURS,Libre / Football d'animation,U11 (- 11 ans)
D4 - Adwork'S Interim,Tours Sud As 2,550520,550520@lcfoot.fr,A. S. TOURS SUD,TOURS,5 Rue Verdi 37200 TOURS,,,,5 Rue Verdi,,37200,TOURS,Libre / Senior,Senior
U13 - Masse Niveau 2,Tours Sud As 2,550520,550520@lcfoot.fr,A. S. TOURS SUD,TOURS,5 Rue Verdi 37200 TOURS,,,,5 Rue Verdi,,37200,TOURS,Libre / U13 - U12,U13 (- 13 ans)
U11 - Criterium Niveau 2,Tours Sud As 2,550520,550520@lcfoot.fr,A. S. TOURS SUD,TOURS,5 Rue Verdi 37200 TOURS,,,,5 Rue Verdi,,37200,TOURS,Libre / Football d'animation,U11 (- 11 ans)
U12 - Departemental,Tours Sud As U 12,550520,550520@lcfoot.fr,A. S. TOURS SUD,TOURS,5 Rue Verdi 37200 TOURS,,,,5 Rue Verdi,,37200,TOURS,Libre / U13 - U12,U12 (- 12 ans)
D3 - Adwork'S Interim,Tours Aspo 1,535037,535037@lcfoot.fr,A.S. DE PREPARATION O. TOURS,TOURS,LES EPINES FORTES 37700 ST PIERRE DES CORPS,,,STADE G. HUBE,LES EPINES FORTES,281 AVENUE STALINGRAD,37700,ST PIERRE DES CORPS,Libre / Senior,Senior
D5 - Adwork'S Interim,Tours Aspo 2,535037,535037@lcfoot.fr,A.S. DE PREPARATION O. TOURS,TOURS,LES EPINES FORTES 37700 ST PIERRE DES CORPS,,,STADE G. HUBE,LES EPINES FORTES,281 AVENUE STALINGRAD,37700,ST PIERRE DES CORPS,Libre / Senior,Senior
Regional 2,Tours Acp 1,522955,522955@lcfoot.fr,ACP TOURS,TOURS,5/ 7 RUE PIERRE ET MARIE CURIE 37100 TOURS,,,,5/ 7 RUE PIERRE ET MARIE CURIE,,37100,TOURS,Libre / Senior,Senior
U18 -  Masse,Tours Acp 1,522955,522955@lcfoot.fr,ACP TOURS,TOURS,5/ 7 RUE PIERRE ET MARIE CURIE 37100 TOURS,,,,5/ 7 RUE PIERRE ET MARIE CURIE,,37100,TOURS,Libre / U19 - U18,U19 (- 19 ans)
U17 - Brassage Pavoifetes,Tours Acp 1,522955,522955@lcfoot.fr,ACP TOURS,TOURS,5/ 7 RUE PIERRE ET MARIE CURIE 37100 TOURS,,,,5/ 7 RUE PIERRE ET MARIE CURIE,,37100,TOURS,Libre / U17 - U16,U17 (- 17 ans)
U15 R2,Tours Acp 1,522955,522955@lcfoot.fr,ACP TOURS,TOURS,5/ 7 RUE PIERRE ET MARIE CURIE 37100 TOURS,,,,5/ 7 RUE PIERRE ET MARIE CURIE,,37100,TOURS,Libre / U15 - U14,U15 (- 15 ans)
U13 - Brassage Elite,Tours Acp 1,522955,522955@lcfoot.fr,ACP TOURS,TOURS,5/ 7 RUE PIERRE ET MARIE CURIE 37100 TOURS,,,,5/ 7 RUE PIERRE ET MARIE CURIE,,37100,TOURS,Libre / U13 - U12,U13 (- 13 ans)
U11 - Criterium Niveau 2,Tours Acp 1,522955,522955@lcfoot.fr,ACP TOURS,TOURS,5/ 7 RUE PIERRE ET MARIE CURIE 37100 TOURS,,,,5/ 7 RUE PIERRE ET MARIE CURIE,,37100,TOURS,Libre / Football d'animation,U11 (- 11 ans)
D3 - Adwork'S Interim,Tours Acp 2,522955,522955@lcfoot.fr,ACP TOURS,TOURS,5/ 7 RUE PIERRE ET MARIE CURIE 37100 TOURS,,,,5/ 7 RUE PIERRE ET MARIE CURIE,,37100,TOURS,Libre / Senior,Senior
U15 - Brassage Masse,Tours Acp 2,522955,522955@lcfoot.fr,ACP TOURS,TOURS,5/ 7 RUE PIERRE ET MARIE CURIE 37100 TOURS,,,,5/ 7 RUE PIERRE ET MARIE CURIE,,37100,TOURS,Libre / U15 - U14,U15 (- 15 ans)
U13 - Masse Niveau 2,Tours Acp 2,522955,522955@lcfoot.fr,ACP TOURS,TOURS,5/ 7 RUE PIERRE ET MARIE CURIE 37100 TOURS,,,,5/ 7 RUE PIERRE ET MARIE CURIE,,37100,TOURS,Libre / U13 - U12,U13 (- 13 ans)
U11 - Criterium Niveau 3,Tours Acp 2,522955,522955@lcfoot.fr,ACP TOURS,TOURS,5/ 7 RUE PIERRE ET MARIE CURIE 37100 TOURS,,,,5/ 7 RUE PIERRE ET MARIE CURIE,,37100,TOURS,Libre / Football d'animation,U11 (- 11 ans)
D4 - Adwork'S Interim,Tours Acp 3,522955,522955@lcfoot.fr,ACP TOURS,TOURS,5/ 7 RUE PIERRE ET MARIE CURIE 37100 TOURS,,,,5/ 7 RUE PIERRE ET MARIE CURIE,,37100,TOURS,Libre / Senior,Senior
Ch.D4/D5 - R2 Energie Eclairer,Tours Acp 3,522955,522955@lcfoot.fr,ACP TOURS,TOURS,5/ 7 RUE PIERRE ET MARIE CURIE 37100 TOURS,,,,5/ 7 RUE PIERRE ET MARIE CURIE,,37100,TOURS,Libre / Senior,Senior
D5 - Adwork'S Interim,Tours Acp 4,522955,522955@lcfoot.fr,ACP TOURS,TOURS,5/ 7 RUE PIERRE ET MARIE CURIE 37100 TOURS,,,,5/ 7 RUE PIERRE ET MARIE CURIE,,37100,TOURS,Libre / Senior,Senior
Ch.D4/D5 - R2 Energie Eclairer,Tours Acp 4,522955,522955@lcfoot.fr,ACP TOURS,TOURS,5/ 7 RUE PIERRE ET MARIE CURIE 37100 TOURS,,,,5/ 7 RUE PIERRE ET MARIE CURIE,,37100,TOURS,Libre / Senior,Senior
